"","p_d_node","p_state","d_state","change","p_pp","d_pp","dpp>ppp"
"1333","1761_666",1,1,0,1,1,0
"1334","1760_1762",1,1,0,1,1,0
"1335","1762_667",1,1,0,1,1,0
"1336","1762_668",1,1,0,1,1,0
"1337","1759_1763",1,1,0,1,1,0
"1338","1763_669",1,1,0,1,1,0
"1339","1763_1764",1,1,0,1,1,0
"1340","1764_670",1,1,0,1,1,0
"1341","1764_1765",1,1,0,1,1,0
"1342","1765_671",1,1,0,1,1,0
"1343","1765_672",1,1,0,1,1,0
"1344","1737_1766",1,1,0,1,1,0
"1345","1766_1767",1,1,0,1,1,0
"1346","1767_1768",1,1,0,1,1,0
"1347","1768_673",1,1,0,1,1,0
"1348","1768_674",1,1,0,1,1,0
"1349","1767_1769",1,1,0,1,1,0
"1350","1769_1770",1,1,0,1,1,0
"1351","1770_1771",1,1,0,1,1,0
"1352","1771_675",1,1,0,1,1,0
"1353","1771_1772",1,1,0,1,1,0
"1354","1772_676",1,1,0,1,1,0
"1355","1772_677",1,1,0,1,1,0
"1356","1770_678",1,1,0,1,1,0
"1357","1769_1773",1,1,0,1,1,0
"1358","1773_679",1,1,0,1,1,0
"1359","1773_680",1,1,0,1,1,0
"1360","1766_1774",1,1,0,1,1,0
"1361","1774_1775",1,1,0,1,1,0
"1362","1775_1776",1,1,0,1,1,0
"1363","1776_681",1,1,0,1,1,0
"1364","1776_1777",1,1,0,1,1,0
"1365","1777_682",1,1,0,1,1,0
"1366","1777_683",1,1,0,1,1,0
"1367","1775_1778",1,1,0,1,1,0
"1368","1778_1779",1,1,0,1,1,0
"1369","1779_1780",1,1,0,1,1,0
"1370","1780_1781",1,1,0,1,1,0
"1371","1781_684",1,1,0,1,1,0
"1372","1781_1782",1,1,0,1,0.998,0
"1373","1782_1783",1,0,1,0.998,0.998,0
"1374","1783_685",0,0,0,0.998,1,1
"1375","1783_686",0,0,0,0.998,1,1
"1376","1782_1784",1,1,0,0.998,1,1
"1377","1784_687",1,1,0,1,1,0
"1378","1784_1785",1,1,0,1,1,0
"1379","1785_688",1,1,0,1,1,0
"1380","1785_689",1,1,0,1,1,0
"1381","1780_1786",1,1,0,1,1,0
"1382","1786_1787",1,1,0,1,1,0
"1383","1787_1788",1,1,0,1,1,0
"1384","1788_1789",1,1,0,1,1,0
"1385","1789_690",1,1,0,1,1,0
"1386","1789_1790",1,1,0,1,1,0
"1387","1790_1791",1,1,0,1,1,0
"1388","1791_1792",1,1,0,1,1,0
"1389","1792_691",1,1,0,1,1,0
"1390","1792_1793",1,1,0,1,1,0
"1391","1793_1794",1,1,0,1,1,0
"1392","1794_1795",1,1,0,1,1,0
"1393","1795_692",1,1,0,1,1,0
"1394","1795_1796",1,1,0,1,1,0
"1395","1796_693",1,1,0,1,1,0
"1396","1796_694",1,1,0,1,1,0
"1397","1794_1797",1,1,0,1,1,0
"1398","1797_1798",1,1,0,1,1,0
"1399","1798_695",1,1,0,1,1,0
"1400","1798_696",1,1,0,1,1,0
"1401","1797_697",1,1,0,1,1,0
"1402","1793_1799",1,1,0,1,1,0
"1403","1799_1800",1,1,0,1,1,0
"1404","1800_698",1,1,0,1,1,0
"1405","1800_699",1,1,0,1,1,0
"1406","1799_1801",1,1,0,1,1,0
"1407","1801_700",1,1,0,1,1,0
"1408","1801_1802",1,1,0,1,1,0
"1409","1802_701",1,1,0,1,1,0
"1410","1802_702",1,1,0,1,1,0
"1411","1791_1803",1,1,0,1,1,0
"1412","1803_703",1,1,0,1,1,0
"1413","1803_1804",1,1,0,1,1,0
"1414","1804_1805",1,1,0,1,1,0
"1415","1805_1806",1,1,0,1,1,0
"1416","1806_1807",1,1,0,1,1,0
"1417","1807_704",1,1,0,1,1,0
"1418","1807_705",1,1,0,1,1,0
"1419","1806_1808",1,1,0,1,1,0
"1420","1808_1809",1,1,0,1,1,0
"1421","1809_706",1,1,0,1,1,0
"1422","1809_1810",1,1,0,1,1,0
"1423","1810_1811",1,1,0,1,1,0
"1424","1811_1812",1,1,0,1,1,0
"1425","1812_707",1,1,0,1,1,0
"1426","1812_1813",1,1,0,1,1,0
"1427","1813_708",1,1,0,1,1,0
"1428","1813_709",1,1,0,1,1,0
"1429","1811_710",1,1,0,1,1,0
"1430","1810_711",1,1,0,1,1,0
"1431","1808_1814",1,1,0,1,1,0
"1432","1814_712",1,1,0,1,1,0
"1433","1814_1815",1,1,0,1,1,0
"1434","1815_713",1,1,0,1,1,0
"1435","1815_1816",1,1,0,1,1,0
"1436","1816_714",1,0,1,1,1,0
"1437","1816_1817",1,1,0,1,1,0
"1438","1817_715",1,1,0,1,1,0
"1439","1817_716",1,1,0,1,1,0
"1440","1805_1818",1,1,0,1,1,0
"1441","1818_1819",1,1,0,1,1,0
"1442","1819_717",1,1,0,1,1,0
"1443","1819_1820",1,1,0,1,1,0
"1444","1820_1821",1,1,0,1,1,0
"1445","1821_1822",1,1,0,1,1,0
"1446","1822_718",1,1,0,1,1,0
"1447","1822_719",1,1,0,1,1,0
"1448","1821_1823",1,1,0,1,1,0
"1449","1823_1824",1,1,0,1,1,0
"1450","1824_1825",1,1,0,1,1,0
"1451","1825_720",1,1,0,1,1,0
"1452","1825_721",1,1,0,1,1,0
"1453","1824_722",1,1,0,1,1,0
"1454","1823_1826",1,1,0,1,1,0
"1455","1826_723",1,1,0,1,1,0
"1456","1826_724",1,1,0,1,1,0
"1457","1820_1827",1,1,0,1,1,0
"1458","1827_1828",1,1,0,1,1,0
"1459","1828_725",1,1,0,1,1,0
"1460","1828_726",1,1,0,1,1,0
"1461","1827_1829",1,1,0,1,1,0
"1462","1829_1830",1,1,0,1,1,0
"1463","1830_727",1,1,0,1,1,0
"1464","1830_1831",1,1,0,1,1,0
"1465","1831_728",1,1,0,1,1,0
"1466","1831_729",1,1,0,1,1,0
"1467","1829_730",1,1,0,1,1,0
"1468","1818_1832",1,1,0,1,1,0
"1469","1832_1833",1,1,0,1,1,0
"1470","1833_1834",1,1,0,1,1,0
"1471","1834_731",1,1,0,1,1,0
"1472","1834_732",1,1,0,1,1,0
"1473","1833_733",1,1,0,1,1,0
"1474","1832_1835",1,1,0,1,1,0
"1475","1835_1836",1,1,0,1,1,0
"1476","1836_734",1,1,0,1,1,0
"1477","1836_1837",1,1,0,1,1,0
"1478","1837_735",1,1,0,1,1,0
"1479","1837_736",1,1,0,1,1,0
"1480","1835_1838",1,1,0,1,1,0
"1481","1838_1839",1,1,0,1,1,0
"1482","1839_737",1,1,0,1,1,0
"1483","1839_1840",1,1,0,1,1,0
"1484","1840_738",1,0,1,1,1,0
"1485","1840_739",1,1,0,1,1,0
"1486","1838_1841",1,1,0,1,1,0
"1487","1841_1842",1,1,0,1,1,0
"1488","1842_740",1,1,0,1,1,0
"1489","1842_741",1,1,0,1,1,0
"1490","1841_1843",1,1,0,1,1,0
"1491","1843_1844",1,1,0,1,1,0
"1492","1844_1845",1,1,0,1,1,0
"1493","1845_742",1,1,0,1,1,0
"1494","1845_743",1,1,0,1,1,0
"1495","1844_1846",1,1,0,1,1,0
"1496","1846_1847",1,1,0,1,1,0
"1497","1847_744",1,1,0,1,1,0
"1498","1847_745",1,1,0,1,1,0
"1499","1846_746",1,1,0,1,1,0
"1500","1843_1848",1,1,0,1,1,0
"1501","1848_1849",1,1,0,1,1,0
"1502","1849_1850",1,1,0,1,1,0
"1503","1850_1851",1,1,0,1,1,0
"1504","1851_1852",1,1,0,1,1,0
"1505","1852_747",1,1,0,1,1,0
"1506","1852_748",1,1,0,1,1,0
"1507","1851_1853",1,1,0,1,1,0
"1508","1853_1854",1,1,0,1,1,0
"1509","1854_749",1,1,0,1,1,0
"1510","1854_750",1,1,0,1,1,0
"1511","1853_751",1,1,0,1,1,0
"1512","1850_1855",1,1,0,1,1,0
"1513","1855_752",1,1,0,1,1,0
"1514","1855_753",1,1,0,1,1,0
"1515","1849_1856",1,1,0,1,1,0
"1516","1856_754",1,1,0,1,1,0
"1517","1856_1857",1,1,0,1,1,0
"1518","1857_1858",1,1,0,1,1,0
"1519","1858_1859",1,1,0,1,1,0
"1520","1859_755",1,1,0,1,1,0
"1521","1859_756",1,1,0,1,1,0
"1522","1858_757",1,1,0,1,1,0
"1523","1857_1860",1,1,0,1,1,0
"1524","1860_1861",1,1,0,1,1,0
"1525","1861_758",1,1,0,1,1,0
"1526","1861_1862",1,1,0,1,1,0
"1527","1862_759",1,1,0,1,1,0
"1528","1862_760",1,1,0,1,1,0
"1529","1860_1863",1,1,0,1,1,0
"1530","1863_761",1,1,0,1,1,0
"1531","1863_1864",1,1,0,1,1,0
"1532","1864_1865",1,1,0,1,1,0
"1533","1865_762",1,1,0,1,1,0
"1534","1865_1866",1,1,0,1,1,0
"1535","1866_1867",1,1,0,1,1,0
"1536","1867_1868",1,1,0,1,1,0
"1537","1868_763",1,1,0,1,1,0
"1538","1868_764",1,1,0,1,1,0
"1539","1867_1869",1,1,0,1,1,0
"1540","1869_765",1,1,0,1,1,0
"1541","1869_1870",1,1,0,1,1,0
"1542","1870_1871",1,1,0,1,1,0
"1543","1871_766",1,1,0,1,1,0
"1544","1871_1872",1,1,0,1,1,0
"1545","1872_1873",1,1,0,1,1,0
"1546","1873_767",1,1,0,1,1,0
"1547","1873_1874",1,1,0,1,1,0
"1548","1874_768",1,0,1,1,1,0
"1549","1874_769",1,1,0,1,1,0
"1550","1872_1875",1,1,0,1,1,0
"1551","1875_770",1,1,0,1,1,0
"1552","1875_1876",1,1,0,1,1,0
"1553","1876_771",1,1,0,1,1,0
"1554","1876_772",1,1,0,1,1,0
"1555","1870_773",1,1,0,1,1,0
"1556","1866_774",1,1,0,1,1,0
"1557","1864_1877",1,1,0,1,1,0
"1558","1877_1878",1,1,0,1,1,0
"1559","1878_775",1,1,0,1,1,0
"1560","1878_1879",1,1,0,1,1,0
"1561","1879_776",1,1,0,1,1,0
"1562","1879_777",1,1,0,1,1,0
"1563","1877_778",1,1,0,1,1,0
"1564","1848_1880",1,1,0,1,1,0
"1565","1880_1881",1,1,0,1,1,0
"1566","1881_1882",1,1,0,1,0.99,0
"1567","1882_1883",1,1,0,0.99,0.642,0
"1568","1883_1884",1,0,1,0.642,0.996,1
"1569","1884_1885",0,0,0,0.996,1,1
"1570","1885_779",0,0,0,1,1,0
"1571","1885_780",0,0,0,1,1,0
"1572","1884_781",0,0,0,0.996,1,1
"1573","1883_1886",1,1,0,0.642,0.638,0
"1574","1886_1887",1,1,0,0.638,0.858,1
"1575","1887_1888",1,1,0,0.858,0.86,1
"1576","1888_782",1,1,0,0.86,1,1
"1577","1888_1889",1,0,1,0.86,0.98,1
"1578","1889_783",0,0,0,0.98,1,1
"1579","1889_784",0,0,0,0.98,1,1
"1580","1887_1890",1,1,0,0.858,0.998,1
"1581","1890_785",1,1,0,0.998,1,1
"1582","1890_1891",1,1,0,0.998,1,1
"1583","1891_1892",1,1,0,1,0.996,0
"1584","1892_786",1,0,1,0.996,1,1
"1585","1892_787",1,1,0,0.996,1,1
"1586","1891_788",1,1,0,1,1,0
"1587","1886_1893",1,0,1,0.638,0.826,1
"1588","1893_1894",0,0,0,0.826,0.994,1
"1589","1894_789",0,0,0,0.994,1,1
"1590","1894_790",0,0,0,0.994,1,1
"1591","1893_791",0,0,0,0.826,1,1
"1592","1882_792",1,1,0,0.99,1,1
"1593","1881_793",1,1,0,1,1,0
"1594","1880_794",1,1,0,1,1,0
"1595","1804_1895",1,1,0,1,1,0
"1596","1895_795",1,1,0,1,1,0
"1597","1895_1896",1,1,0,1,1,0
"1598","1896_796",1,1,0,1,1,0
"1599","1896_1897",1,1,0,1,1,0
"1600","1897_797",1,1,0,1,1,0
"1601","1897_1898",1,1,0,1,1,0
"1602","1898_798",1,1,0,1,1,0
"1603","1898_799",1,1,0,1,1,0
"1604","1790_1899",1,1,0,1,1,0
"1605","1899_800",1,1,0,1,1,0
"1606","1899_1900",1,1,0,1,1,0
"1607","1900_1901",1,1,0,1,1,0
"1608","1901_801",1,1,0,1,1,0
"1609","1901_1902",1,1,0,1,1,0
"1610","1902_1903",1,1,0,1,1,0
"1611","1903_802",1,1,0,1,1,0
"1612","1903_803",1,1,0,1,1,0
"1613","1902_804",1,1,0,1,1,0
"1614","1900_1904",1,1,0,1,1,0
"1615","1904_805",1,1,0,1,1,0
"1616","1904_1905",1,1,0,1,1,0
"1617","1905_806",1,1,0,1,1,0
"1618","1905_807",1,1,0,1,1,0
"1619","1788_1906",1,1,0,1,1,0
"1620","1906_1907",1,1,0,1,1,0
"1621","1907_1908",1,1,0,1,1,0
"1622","1908_1909",1,1,0,1,1,0
"1623","1909_808",1,1,0,1,1,0
"1624","1909_1910",1,1,0,1,1,0
"1625","1910_1911",1,1,0,1,1,0
"1626","1911_1912",1,1,0,1,1,0
"1627","1912_809",1,1,0,1,1,0
"1628","1912_810",1,1,0,1,1,0
"1629","1911_811",1,1,0,1,1,0
"1630","1910_1913",1,1,0,1,1,0
"1631","1913_812",1,1,0,1,1,0
"1632","1913_813",1,1,0,1,1,0
"1633","1908_1914",1,1,0,1,1,0
"1634","1914_1915",1,1,0,1,1,0
"1635","1915_814",1,1,0,1,1,0
"1636","1915_815",1,1,0,1,1,0
"1637","1914_816",1,1,0,1,1,0
"1638","1907_1916",1,1,0,1,1,0
"1639","1916_817",1,1,0,1,1,0
"1640","1916_818",1,1,0,1,1,0
"1641","1906_1917",1,1,0,1,1,0
"1642","1917_1918",1,1,0,1,1,0
"1643","1918_1919",1,1,0,1,1,0
"1644","1919_819",1,1,0,1,1,0
"1645","1919_1920",1,1,0,1,1,0
"1646","1920_820",1,1,0,1,1,0
"1647","1920_821",1,1,0,1,1,0
"1648","1918_1921",1,1,0,1,1,0
"1649","1921_1922",1,1,0,1,1,0
"1650","1922_822",1,1,0,1,1,0
"1651","1922_1923",1,1,0,1,1,0
"1652","1923_823",1,1,0,1,1,0
"1653","1923_824",1,1,0,1,1,0
"1654","1921_1924",1,1,0,1,1,0
"1655","1924_1925",1,1,0,1,1,0
"1656","1925_825",1,1,0,1,1,0
"1657","1925_826",1,1,0,1,1,0
"1658","1924_1926",1,1,0,1,1,0
"1659","1926_1927",1,1,0,1,1,0
"1660","1927_827",1,1,0,1,1,0
"1661","1927_828",1,1,0,1,1,0
"1662","1926_1928",1,1,0,1,1,0
"1663","1928_1929",1,1,0,1,1,0
"1664","1929_1930",1,1,0,1,1,0
"1665","1930_829",1,1,0,1,1,0
"1666","1930_830",1,1,0,1,1,0
"1667","1929_1931",1,1,0,1,1,0
"1668","1931_1932",1,1,0,1,1,0
"1669","1932_831",1,1,0,1,1,0
"1670","1932_1933",1,1,0,1,1,0
"1671","1933_832",1,1,0,1,1,0
"1672","1933_1934",1,1,0,1,1,0
"1673","1934_833",1,1,0,1,1,0
"1674","1934_1935",1,1,0,1,1,0
"1675","1935_834",1,1,0,1,1,0
"1676","1935_835",1,1,0,1,1,0
"1677","1931_1936",1,1,0,1,1,0
"1678","1936_1937",1,1,0,1,1,0
"1679","1937_1938",1,1,0,1,1,0
"1680","1938_836",1,1,0,1,1,0
"1681","1938_837",1,1,0,1,1,0
"1682","1937_1939",1,1,0,1,1,0
"1683","1939_838",1,1,0,1,1,0
"1684","1939_839",1,1,0,1,1,0
"1685","1936_1940",1,1,0,1,1,0
"1686","1940_840",1,1,0,1,1,0
"1687","1940_1941",1,1,0,1,1,0
"1688","1941_841",1,1,0,1,1,0
"1689","1941_1942",1,1,0,1,1,0
"1690","1942_842",1,1,0,1,1,0
"1691","1942_843",1,1,0,1,1,0
"1692","1928_1943",1,1,0,1,1,0
"1693","1943_1944",1,1,0,1,1,0
"1694","1944_844",1,1,0,1,1,0
"1695","1944_845",1,1,0,1,1,0
"1696","1943_846",1,1,0,1,1,0
"1697","1917_1945",1,1,0,1,1,0
"1698","1945_1946",1,1,0,1,1,0
"1699","1946_847",1,1,0,1,1,0
"1700","1946_848",1,1,0,1,1,0
"1701","1945_849",1,1,0,1,1,0
"1702","1787_1947",1,1,0,1,1,0
"1703","1947_1948",1,1,0,1,1,0
"1704","1948_1949",1,1,0,1,1,0
"1705","1949_850",1,1,0,1,1,0
"1706","1949_1950",1,1,0,1,1,0
"1707","1950_851",1,1,0,1,1,0
"1708","1950_852",1,1,0,1,1,0
"1709","1948_853",1,1,0,1,1,0
"1710","1947_1951",1,1,0,1,1,0
"1711","1951_1952",1,1,0,1,1,0
"1712","1952_854",1,1,0,1,1,0
"1713","1952_855",1,1,0,1,1,0
"1714","1951_1953",1,1,0,1,1,0
"1715","1953_856",1,1,0,1,1,0
"1716","1953_1954",1,1,0,1,1,0
"1717","1954_857",1,1,0,1,1,0
"1718","1954_858",1,1,0,1,1,0
"1719","1786_1955",1,1,0,1,1,0
"1720","1955_1956",1,1,0,1,1,0
"1721","1956_1957",1,1,0,1,1,0
"1722","1957_859",1,1,0,1,1,0
"1723","1957_1958",1,1,0,1,1,0
"1724","1958_860",1,1,0,1,1,0
"1725","1958_861",1,1,0,1,1,0
"1726","1956_1959",1,1,0,1,1,0
"1727","1959_862",1,1,0,1,1,0
"1728","1959_863",1,1,0,1,1,0
"1729","1955_1960",1,1,0,1,1,0
"1730","1960_864",1,1,0,1,1,0
"1731","1960_1961",1,1,0,1,1,0
"1732","1961_1962",1,1,0,1,1,0
"1733","1962_1963",1,1,0,1,1,0
"1734","1963_1964",1,1,0,1,1,0
"1735","1964_865",1,1,0,1,1,0
"1736","1964_866",1,1,0,1,1,0
"1737","1963_1965",1,1,0,1,1,0
"1738","1965_867",1,1,0,1,1,0
"1739","1965_1966",1,1,0,1,1,0
"1740","1966_868",1,1,0,1,1,0
"1741","1966_1967",1,1,0,1,1,0
"1742","1967_869",1,1,0,1,1,0
"1743","1967_1968",1,1,0,1,1,0
"1744","1968_870",1,1,0,1,1,0
"1745","1968_1969",1,1,0,1,1,0
"1746","1969_1970",1,1,0,1,1,0
"1747","1970_871",1,1,0,1,1,0
"1748","1970_872",1,1,0,1,1,0
"1749","1969_1971",1,1,0,1,1,0
"1750","1971_1972",1,1,0,1,1,0
"1751","1972_873",1,1,0,1,1,0
"1752","1972_874",1,1,0,1,1,0
"1753","1971_875",1,1,0,1,1,0
"1754","1962_1973",1,1,0,1,1,0
"1755","1973_876",1,1,0,1,1,0
"1756","1973_1974",1,1,0,1,1,0
"1757","1974_877",1,1,0,1,1,0
"1758","1974_1975",1,1,0,1,1,0
"1759","1975_878",1,1,0,1,1,0
"1760","1975_879",1,1,0,1,1,0
"1761","1961_1976",1,1,0,1,1,0
"1762","1976_880",1,1,0,1,1,0
"1763","1976_1977",1,1,0,1,1,0
"1764","1977_881",1,1,0,1,1,0
"1765","1977_882",1,1,0,1,1,0
"1766","1779_883",1,1,0,1,1,0
"1767","1778_1978",1,1,0,1,1,0
"1768","1978_1979",1,1,0,1,1,0
"1769","1979_1980",1,1,0,1,1,0
"1770","1980_1981",1,1,0,1,1,0
"1771","1981_884",1,1,0,1,1,0
"1772","1981_885",1,1,0,1,1,0
"1773","1980_886",1,1,0,1,1,0
"1774","1979_1982",1,1,0,1,1,0
"1775","1982_887",1,1,0,1,1,0
"1776","1982_1983",1,1,0,1,1,0
"1777","1983_888",1,1,0,1,1,0
"1778","1983_889",1,1,0,1,1,0
"1779","1978_1984",1,1,0,1,1,0
"1780","1984_1985",1,1,0,1,1,0
"1781","1985_1986",1,1,0,1,1,0
"1782","1986_1987",1,1,0,1,1,0
"1783","1987_890",1,1,0,1,1,0
"1784","1987_1988",1,1,0,1,1,0
"1785","1988_891",1,1,0,1,1,0
"1786","1988_892",1,1,0,1,1,0
"1787","1986_1989",1,1,0,1,1,0
"1788","1989_893",1,1,0,1,1,0
"1789","1989_1990",1,1,0,1,1,0
"1790","1990_894",1,1,0,1,1,0
"1791","1990_895",1,1,0,1,1,0
"1792","1985_1991",1,1,0,1,1,0
"1793","1991_1992",1,1,0,1,1,0
"1794","1992_1993",1,1,0,1,1,0
"1795","1993_896",1,1,0,1,1,0
"1796","1993_1994",1,1,0,1,1,0
"1797","1994_1995",1,1,0,1,1,0
"1798","1995_897",1,1,0,1,1,0
"1799","1995_898",1,1,0,1,1,0
"1800","1994_1996",1,1,0,1,1,0
"1801","1996_1997",1,1,0,1,1,0
"1802","1997_1998",1,1,0,1,1,0
"1803","1998_899",1,1,0,1,1,0
"1804","1998_1999",1,1,0,1,1,0
"1805","1999_900",1,1,0,1,1,0
"1806","1999_901",1,1,0,1,1,0
"1807","1997_2000",1,1,0,1,1,0
"1808","2000_2001",1,1,0,1,1,0
"1809","2001_902",1,1,0,1,1,0
"1810","2001_2002",1,1,0,1,1,0
"1811","2002_2003",1,1,0,1,1,0
"1812","2003_903",1,1,0,1,1,0
"1813","2003_904",1,1,0,1,1,0
"1814","2002_2004",1,1,0,1,1,0
"1815","2004_2005",1,1,0,1,1,0
"1816","2005_905",1,1,0,1,1,0
"1817","2005_906",1,1,0,1,1,0
"1818","2004_907",1,1,0,1,1,0
"1819","2000_2006",1,1,0,1,1,0
"1820","2006_908",1,1,0,1,1,0
"1821","2006_909",1,1,0,1,1,0
"1822","1996_910",1,1,0,1,1,0
"1823","1992_2007",1,1,0,1,1,0
"1824","2007_2008",1,1,0,1,1,0
"1825","2008_2009",1,1,0,1,1,0
"1826","2009_911",1,1,0,1,1,0
"1827","2009_912",1,1,0,1,1,0
"1828","2008_2010",1,1,0,1,1,0
"1829","2010_913",1,1,0,1,1,0
"1830","2010_914",1,1,0,1,1,0
"1831","2007_2011",1,1,0,1,1,0
"1832","2011_2012",1,0,1,1,1,0
"1833","2012_915",0,0,0,1,1,0
"1834","2012_916",0,0,0,1,1,0
"1835","2011_2013",1,1,0,1,1,0
"1836","2013_2014",1,1,0,1,1,0
"1837","2014_2015",1,1,0,1,1,0
"1838","2015_917",1,1,0,1,1,0
"1839","2015_2016",1,1,0,1,1,0
"1840","2016_918",1,1,0,1,1,0
"1841","2016_919",1,1,0,1,1,0
"1842","2014_2017",1,1,0,1,1,0
"1843","2017_920",1,1,0,1,1,0
"1844","2017_2018",1,1,0,1,1,0
"1845","2018_921",1,1,0,1,1,0
"1846","2018_922",1,1,0,1,1,0
"1847","2013_2019",1,1,0,1,1,0
"1848","2019_923",1,1,0,1,1,0
"1849","2019_2020",1,1,0,1,1,0
"1850","2020_2021",1,1,0,1,1,0
"1851","2021_924",1,1,0,1,1,0
"1852","2021_2022",1,1,0,1,1,0
"1853","2022_925",1,1,0,1,1,0
"1854","2022_2023",1,1,0,1,1,0
"1855","2023_2024",1,1,0,1,1,0
"1856","2024_926",1,1,0,1,1,0
"1857","2024_927",1,1,0,1,1,0
"1858","2023_2025",1,1,0,1,1,0
"1859","2025_2026",1,1,0,1,1,0
"1860","2026_928",1,1,0,1,1,0
"1861","2026_929",1,1,0,1,1,0
"1862","2025_930",1,1,0,1,1,0
"1863","2020_2027",1,1,0,1,1,0
"1864","2027_2028",1,1,0,1,1,0
"1865","2028_931",1,1,0,1,1,0
"1866","2028_932",1,1,0,1,1,0
"1867","2027_2029",1,1,0,1,1,0
"1868","2029_2030",1,1,0,1,1,0
"1869","2030_933",1,1,0,1,1,0
"1870","2030_2031",1,1,0,1,1,0
"1871","2031_934",1,1,0,1,1,0
"1872","2031_2032",1,1,0,1,1,0
"1873","2032_2033",1,1,0,1,1,0
"1874","2033_935",1,1,0,1,1,0
"1875","2033_2034",1,1,0,1,1,0
"1876","2034_936",1,1,0,1,1,0
"1877","2034_937",1,1,0,1,1,0
"1878","2032_938",1,1,0,1,1,0
"1879","2029_2035",1,1,0,1,1,0
"1880","2035_939",1,1,0,1,1,0
"1881","2035_2036",1,1,0,1,1,0
"1882","2036_940",1,1,0,1,1,0
"1883","2036_941",1,1,0,1,1,0
"1884","1991_2037",1,1,0,1,1,0
"1885","2037_942",1,0,1,1,1,0
"1886","2037_2038",1,1,0,1,1,0
"1887","2038_2039",1,1,0,1,1,0
"1888","2039_943",1,1,0,1,1,0
"1889","2039_2040",1,1,0,1,1,0
"1890","2040_944",1,1,0,1,1,0
"1891","2040_2041",1,1,0,1,1,0
"1892","2041_945",1,1,0,1,1,0
"1893","2041_946",1,1,0,1,1,0
"1894","2038_2042",1,1,0,1,1,0
"1895","2042_947",1,1,0,1,1,0
"1896","2042_948",1,1,0,1,1,0
"1897","1984_2043",1,1,0,1,1,0
"1898","2043_2044",1,1,0,1,1,0
"1899","2044_949",1,1,0,1,1,0
"1900","2044_2045",1,1,0,1,1,0
"1901","2045_2046",1,1,0,1,1,0
"1902","2046_950",1,1,0,1,1,0
"1903","2046_951",1,1,0,1,1,0
"1904","2045_2047",1,1,0,1,1,0
"1905","2047_952",1,1,0,1,1,0
"1906","2047_953",1,1,0,1,1,0
"1907","2043_2048",1,1,0,1,1,0
"1908","2048_2049",1,1,0,1,1,0
"1909","2049_954",1,1,0,1,1,0
"1910","2049_955",1,1,0,1,1,0
"1911","2048_2050",1,1,0,1,1,0
"1912","2050_956",1,1,0,1,1,0
"1913","2050_2051",1,1,0,1,1,0
"1914","2051_2052",1,1,0,1,1,0
"1915","2052_957",1,1,0,1,1,0
"1916","2052_958",1,1,0,1,1,0
"1917","2051_2053",1,1,0,1,1,0
"1918","2053_959",1,1,0,1,1,0
"1919","2053_960",1,1,0,1,1,0
"1920","1774_2054",1,1,0,1,1,0
"1921","2054_961",1,1,0,1,1,0
"1922","2054_2055",1,1,0,1,1,0
"1923","2055_2056",1,1,0,1,0.998,0
"1924","2056_962",1,0,1,0.998,1,1
"1925","2056_2057",1,1,0,0.998,1,1
"1926","2057_2058",1,1,0,1,1,0
"1927","2058_2059",1,1,0,1,1,0
"1928","2059_963",1,1,0,1,1,0
"1929","2059_2060",1,1,0,1,1,0
"1930","2060_964",1,1,0,1,1,0
"1931","2060_2061",1,1,0,1,1,0
"1932","2061_965",1,1,0,1,1,0
"1933","2061_2062",1,1,0,1,1,0
"1934","2062_2063",1,1,0,1,1,0
"1935","2063_2064",1,1,0,1,1,0
"1936","2064_966",1,1,0,1,1,0
"1937","2064_967",1,1,0,1,1,0
"1938","2063_2065",1,1,0,1,1,0
"1939","2065_968",1,1,0,1,1,0
"1940","2065_2066",1,1,0,1,1,0
"1941","2066_2067",1,1,0,1,1,0
"1942","2067_969",1,1,0,1,1,0
"1943","2067_2068",1,1,0,1,1,0
"1944","2068_2069",1,1,0,1,1,0
"1945","2069_970",1,1,0,1,1,0
"1946","2069_971",1,1,0,1,1,0
"1947","2068_972",1,1,0,1,1,0
"1948","2066_973",1,1,0,1,1,0
"1949","2062_2070",1,1,0,1,1,0
"1950","2070_2071",1,1,0,1,1,0
"1951","2071_974",1,1,0,1,1,0
"1952","2071_975",1,1,0,1,1,0
"1953","2070_976",1,1,0,1,1,0
"1954","2058_977",1,1,0,1,1,0
"1955","2057_2072",1,1,0,1,1,0
"1956","2072_2073",1,1,0,1,1,0
"1957","2073_978",1,1,0,1,1,0
"1958","2073_979",1,1,0,1,1,0
"1959","2072_2074",1,1,0,1,1,0
"1960","2074_2075",1,1,0,1,1,0
"1961","2075_980",1,1,0,1,1,0
"1962","2075_2076",1,1,0,1,1,0
"1963","2076_981",1,1,0,1,1,0
"1964","2076_982",1,1,0,1,1,0
"1965","2074_2077",1,1,0,1,1,0
"1966","2077_2078",1,1,0,1,1,0
"1967","2078_983",1,1,0,1,1,0
"1968","2078_2079",1,1,0,1,1,0
"1969","2079_984",1,1,0,1,1,0
"1970","2079_985",1,1,0,1,1,0
"1971","2077_2080",1,1,0,1,1,0
"1972","2080_2081",1,1,0,1,1,0
"1973","2081_986",1,1,0,1,1,0
"1974","2081_987",1,1,0,1,1,0
"1975","2080_988",1,1,0,1,1,0
"1976","2055_2082",1,1,0,1,1,0
"1977","2082_2083",1,1,0,1,1,0
